expression,reading,meaning,tags,JLPT Level
物議,ぶつぎ,public discussion (criticism),JLPT_1 JLPT,1
復旧,ふっきゅう,"restoration, restitution, rehabilitation",JLPT_1 JLPT,1
復興,ふっこう,"revival, renaissance, reconstruction",JLPT_1 JLPT,1
物資,ぶっし,"goods, materials",JLPT_1 JLPT,1
仏像,ぶつぞう,Buddhist image (statue),JLPT_1 JLPT,1
物体,ぶったい,object,JLPT_1 JLPT,1
沸騰,ふっとう,"boiling, seething",JLPT_1 JLPT,1
不当,ふとう,"injustice, impropriety, unfair",JLPT_1 JLPT,1
不動産,ふどうさん,real estate,JLPT_1 JLPT,1
無難,ぶなん,"safety, security",JLPT_1 JLPT,1
赴任,ふにん,(proceeding to) new appointment,JLPT_1 JLPT,1
腐敗,ふはい,"decay, depravity",JLPT_1 JLPT,1
不評,ふひょう,"bad reputation, disgrace, unpopularity",JLPT_1 JLPT,1
不服,ふふく,"dissatisfaction, discontent, disapproval",JLPT_1 JLPT,1
普遍,ふへん,"universality, ubiquity, omnipresence",JLPT_1 JLPT,1
踏まえる,ふまえる,"to be based on, to have origin in",JLPT_1 JLPT,1
踏み込む,ふみこむ,"to step into (someone else's territory, to break into, to raid",JLPT_1 JLPT,1
不明,ふめい,"unknown, ambiguous",JLPT_1 JLPT,1
部門,ぶもん,"class, group, category, department, field, branch",JLPT_1 JLPT,1
扶養,ふよう,"support, maintenance",JLPT_1 JLPT,1
ふらふら,ふらふら,"unsteady on one's feet, totter, dizzy",JLPT_1 JLPT,1
ぶらぶら,ぶらぶら,"dangle heavily, sway to and fro, stroll idly",JLPT_1 JLPT,1
振り返る,ふりかえる,"to turn head, to turn around, to look back",JLPT_1 JLPT,1
振り出し,ふりだし,"outset, starting point, drawing or issuing (draft)",JLPT_1 JLPT,1
不良,ふりょう,"badness, delinquent, failure",JLPT_1 JLPT,1
浮力,ふりょく,buoyancy,JLPT_1 JLPT,1
武力,ぶりょく,"armed might, military power, the sword, force",JLPT_1 JLPT,1
ブル,ブル,bull,JLPT_1 JLPT,1
震わせる,ふるわせる,"to be shaking, to be trembling",JLPT_1 JLPT,1
無礼,ぶれい,"impolite, rude",JLPT_1 JLPT,1
付録,ふろく,"appendix, supplement",JLPT_1 JLPT,1
フロント,フロント,front,JLPT_1 JLPT,1
憤慨,ふんがい,"indignation, resentment",JLPT_1 JLPT,1
文化財,ぶんかざい,"cultural assets, cultural property",JLPT_1 JLPT,1
分業,ぶんぎょう,"division of labor, specialization, assembly-line production",JLPT_1 JLPT,1
文語,ぶんご,"written language, literary language",JLPT_1 JLPT,1
分散,ぶんさん,"dispersion, decentralization, variance (statistics)",JLPT_1 JLPT,1
分子,ぶんし,"numerator, molecule",JLPT_1 JLPT,1
紛失,ふんしつ,losing something,JLPT_1 JLPT,1
噴出,ふんしゅつ,"spewing, gushing, spouting",JLPT_1 JLPT,1
文書,ぶんしょ,"document, writing",JLPT_1 JLPT,1
紛争,ふんそう,"dispute, trouble, strife",JLPT_1 JLPT,1
ふんだん,ふんだん,"plentiful, abundant, lavish",JLPT_1 JLPT,1
分担,ぶんたん,"apportionment, sharing",JLPT_1 JLPT,1
奮闘,ふんとう,"hard struggle, strenuous effort",JLPT_1 JLPT,1
分配,ぶんぱい,"division, sharing",JLPT_1 JLPT,1
分母,ぶんぼ,denominator,JLPT_1 JLPT,1
粉末,ふんまつ,fine powder,JLPT_1 JLPT,1
分離,ぶんり,"separation, detachment, segregation",JLPT_1 JLPT,1
分裂,ぶんれつ,"split, division, break up",JLPT_1 JLPT,1
ペア,ペア,"pair, pear",JLPT_1 JLPT,1
兵器,へいき,"arms, weapons, ordinance",JLPT_1 JLPT,1
閉口,へいこう,shut mouth,JLPT_1 JLPT,1
閉鎖,へいさ,"closing, closure, shutdown",JLPT_1 JLPT,1
兵士,へいし,soldier,JLPT_1 JLPT,1
平常,へいじょう,"normal, usual",JLPT_1 JLPT,1
平方,へいほう,"square (e.g., meter, square)",JLPT_1 JLPT,1
並列,へいれつ,"arrangement, parallel, abreast",JLPT_1 JLPT,1
ベース,ベース,"base, bass",JLPT_1 JLPT,1
辟易,へきえき,"wince, shrink back, succumbing to, being frightened",JLPT_1 JLPT,1
ぺこぺこ,ぺこぺこ,"fawn, be very hungry",JLPT_1 JLPT,1
ベスト,ベスト,best; vest,JLPT_1 JLPT,1
ベストセラー,ベストセラー,best-seller,JLPT_1 JLPT,1
隔たる,へだたる,to be distant,JLPT_1 JLPT,1
縁,へり,edge,JLPT_1 JLPT,1
へりくだる,へりくだる,to deprecate oneself and praise the listener,JLPT_1 JLPT,1
弁解,べんかい,"explanation, justification, excuse",JLPT_1 JLPT,1
変革,へんかく,"change, reform(the) Reformation",JLPT_1 JLPT,1
返還,へんかん,"return, restoration",JLPT_1 JLPT,1
便宜,べんぎ,"convenience, accommodation",JLPT_1 JLPT,1
偏見,へんけん,"prejudice, narrow view",JLPT_1 JLPT,1
弁護,べんご,"defense, pleading, advocacy",JLPT_1 JLPT,1
返済,へんさい,repayment,JLPT_1 JLPT,1
弁償,べんしょう,"compensation, reparation, reimbursement",JLPT_1 JLPT,1
変遷,へんせん,"change, transition, vicissitudes",JLPT_1 JLPT,1
返答,へんとう,reply,JLPT_1 JLPT,1
変動,へんどう,"change, fluctuation",JLPT_1 JLPT,1
弁論,べんろん,"discussion, debate, argument",JLPT_1 JLPT,1
穂,ほ,"ear (of plant), head (of plant)",JLPT_1 JLPT,1
保育,ほいく,"nursing, nurturing, rearing",JLPT_1 JLPT,1
ボイコット,ボイコット,boycott,JLPT_1 JLPT,1
ポイント,ポイント,point,JLPT_1 JLPT,1
法案,ほうあん,bill (law),JLPT_1 JLPT,1
防衛,ぼうえい,"defense, protection, self-defense",JLPT_1 JLPT,1
防火,ぼうか,"fire prevention, fire fighting, fire proof",JLPT_1 JLPT,1
崩壊,ほうかい,"collapse, decay (physics), crumbling",JLPT_1 JLPT,1
妨害,ぼうがい,"disturbance, obstruction, interference",JLPT_1 JLPT,1
法学,ほうがく,"law, jurisprudence",JLPT_1 JLPT,1
封建,ほうけん,feudalistic,JLPT_1 JLPT,1
豊作,ほうさく,"abundant harvest, bumper crop",JLPT_1 JLPT,1
方策,ほうさく,"plan, policy",JLPT_1 JLPT,1
奉仕,ほうし,"attendance, service",JLPT_1 JLPT,1
方式,ほうしき,"form, method, system",JLPT_1 JLPT,1
放射,ほうしゃ,"radiation, emission",JLPT_1 JLPT,1
放射能,ほうしゃのう,radioactivity,JLPT_1 JLPT,1
報酬,ほうしゅう,"remuneration, recompense, reward",JLPT_1 JLPT,1
放出,ほうしゅつ,"release, emit",JLPT_1 JLPT,1
報じる,ほうじる,"to inform, to report",JLPT_1 JLPT,1
報ずる,ほうずる,"to inform, to report",JLPT_1 JLPT,1
紡績,ぼうせき,spinning,JLPT_1 JLPT,1
呆然,ぼうぜん,"dumbfounded, overcome with surprise",JLPT_1 JLPT,1
放置,ほうち,"leave as is, leave alone, neglect",JLPT_1 JLPT,1
膨張,ぼうちょう,"expansion, swelling, increase",JLPT_1 JLPT,1
法廷,ほうてい,courtroom,JLPT_1 JLPT,1
報道,ほうどう,"coverage, report",JLPT_1 JLPT,1
冒頭,ぼうとう,"beginning, start, outset",JLPT_1 JLPT,1
暴動,ぼうどう,"insurrection, riot, uprising",JLPT_1 JLPT,1
褒美,ほうび,"reward, prize",JLPT_1 JLPT,1
暴風,ぼうふう,"storm, windstorm, gale",JLPT_1 JLPT,1
葬る,ほうむる,"to bury, to entomb",JLPT_1 JLPT,1
放り込む,ほうりこむ,to throw into,JLPT_1 JLPT,1
放り出す,ほうりだす,"to throw out, to give up, to abandon",JLPT_1 JLPT,1
暴力,ぼうりょく,violence,JLPT_1 JLPT,1
飽和,ほうわ,saturation,JLPT_1 JLPT,1
ホース,ホース,hose,JLPT_1 JLPT,1
ポーズ,ポーズ,pause,JLPT_1 JLPT,1
ホール,ホール,hall; hole,JLPT_1 JLPT,1
保温,ほおん,"retaining warmth, keeping heat in, heat insulation",JLPT_1 JLPT,1
捕獲,ほかく,"capture, seizure",JLPT_1 JLPT,1
保管,ほかん,"custody, safekeeping, storage",JLPT_1 JLPT,1
補給,ほきゅう,"supply, supplying, replenishment",JLPT_1 JLPT,1
補強,ほきょう,reinforcement,JLPT_1 JLPT,1
募金,ぼきん,"fund-raising, collection of funds",JLPT_1 JLPT,1
牧師,ぼくし,"pastor, minister, clergyman",JLPT_1 JLPT,1
捕鯨,ほげい,whaling,JLPT_1 JLPT,1
惚ける,ぼける,"to grow senile, to fade",JLPT_1 JLPT,1
保険,ほけん,"insurance, guarantee",JLPT_1 JLPT,1
母校,ぼこう,alma mater,JLPT_1 JLPT,1
母国,ぼこく,one's home country (same as 自分の国 (じぶんのくに)),JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,1
誇る,ほこる,"to boast of, to be proud of",JLPT_1 JLPT,1
綻びる,ほころびる,"to come apart at the seams, to smile broadly",JLPT_1 JLPT,1
干し～,ほし～,dried ~,JLPT_1 JLPT,1
ポジション,ポジション,position,JLPT_1 JLPT,1
干し物,ほしもの,dried washing (clothes,JLPT_1 JLPT,1
保守,ほしゅ,"conservative, maintaining",JLPT_1 JLPT,1
補充,ほじゅう,"supplementation, replenishment, replenishing",JLPT_1 JLPT,1
補助,ほじょ,"assistance, support, auxiliary",JLPT_1 JLPT,1
舗装,ほそう,"pavement, road surface",JLPT_1 JLPT,1
補足,ほそく,"supplement, complement",JLPT_1 JLPT,1
墓地,ぼち,"cemetery, graveyard",JLPT_1 JLPT,1
発作,ほっさ,"fit, attack",JLPT_1 JLPT,1
没収,ぼっしゅう,forfeited,JLPT_1 JLPT,1
発足,ほっそく,"starting, inauguration",JLPT_1 JLPT,1
ポット,ポット,pot,JLPT_1 JLPT,1
ほっぺた,ほっぺた,cheek,JLPT_1 JLPT,1
ぼつぼつ,ぼつぼつ,"gradually, here and there, spots",JLPT_1 JLPT,1
没落,ぼつらく,"ruin, fall, collapse",JLPT_1 JLPT,1
解ける,ほどける,"to come untied, to come apart",JLPT_1 JLPT,1
施す,ほどこす,"to give, to conduct, to perform",JLPT_1 JLPT,1
ほとり,ほとり,vicinity of lake; river,JLPT_1 JLPT,1
ぼやく,ぼやく,"to grumble, to complain",JLPT_1 JLPT,1
ぼやける,ぼやける,"to become dim, to become blurred",JLPT_1 JLPT,1
保養,ほよう,"health preservation, recuperation, recreation",JLPT_1 JLPT,1
捕虜,ほりょ,prisoner of war,JLPT_1 JLPT,1
ボルト,ボルト,volt; bolt,JLPT_1 JLPT,1
滅びる,ほろびる,"to be ruined, to perish, to be destroyed",JLPT_1 JLPT,1
滅ぼす,ほろぼす,"to destroy, to overthrow, to ruin",JLPT_1 JLPT,1
本格,ほんかく,"propriety, full-scale",JLPT_1 JLPT,1
本館,ほんかん,main building,JLPT_1 JLPT,1
本気,ほんき,"seriousness, truth, sanctity",JLPT_1 JLPT,1
本国,ほんごく,one's own country,JLPT_1 JLPT,1
本質,ほんしつ,"essence, true nature, reality",JLPT_1 JLPT,1
本体,ほんたい,"substance, body, trunk",JLPT_1 JLPT,1
本音,ほんね,"(one's) real intention, motive",JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,1
本能,ほんのう,instinct,JLPT_1 JLPT,1
本場,ほんば,"home, best place, genuine",JLPT_1 JLPT,1
ポンプ,ポンプ,pump,JLPT_1 JLPT,1
本文,ほんぶん,"text (of document), body (of letter)",JLPT_1 JLPT,1
本名,ほんみょう,real name,JLPT_1 JLPT,1
マーク,マーク,mark,JLPT_1 JLPT,1
マイ～,マイ～,"my ~, one's own ~",JLPT_1 JLPT,1
マイクロフォン,マイクロフォン,microphone,JLPT_1 JLPT,1
埋蔵,まいぞう,"buried property, treasure trove",JLPT_1 JLPT,1
舞う,まう,"to dance, to flutter about, to revolve",JLPT_1 JLPT,1
真上,まうえ,"just above, right overhead",JLPT_1 JLPT,1
前売,まえうり,"advance sale, booking",JLPT_1 JLPT,1
前置き,まえおき,"preface, introduction",JLPT_1 JLPT,1
任す,まかす,"to entrust, to leave to a person",JLPT_1 JLPT,1
負かす,まかす,to defeat,JLPT_1 JLPT,1
賄う,まかなう,"to give board to, to provide meals, to pay",JLPT_1 JLPT,1
紛らわしい,まぎらわしい,"confusing, misleading, ambiguous",JLPT_1 JLPT,1
紛れる,まぎれる,"to be diverted, to slip into",JLPT_1 JLPT,1
真心,まごころ,"sincerity, devotion",JLPT_1 JLPT,1
まごつく,まごつく,"to be confused, to be flustered",JLPT_1 JLPT,1
誠,まこと,"truth, faith, fidelity",JLPT_1 JLPT,1
誠に,まことに,"indeed, really (very polite), absolutely",JLPT_1 JLPT Genki_Ln.20 Genki,1
まさしく,まさしく,"surely, no doubt, evidently",JLPT_1 JLPT,1
勝る,まさる,"to excel, to surpass, to out-rival",JLPT_1 JLPT,1
～増し,～増し,~increase,JLPT_1 JLPT,1
交える,まじえる,"to mix, to converse with, to cross (swords)",JLPT_1 JLPT,1
真下,ました,"right under, directly below",JLPT_1 JLPT,1
まして,まして,"still more, still less (with neg. verb), to say nothing of",JLPT_1 JLPT,1
交わる,まじわる,"to cross, to intersect, to mingle with,",JLPT_1 JLPT,1
麻酔,ますい,anesthesia,JLPT_1 JLPT,1
またがる (うまを～),またがる (うまを～),to straddle,JLPT_1 JLPT,1
待ち合わせ,まちあわせ,appointment,JLPT_1 JLPT,1
待ち遠しい,まちどおしい,looking forward to,JLPT_1 JLPT,1
待ち望む,まちのぞむ,"to look anxiously for, to wait eagerly for",JLPT_1 JLPT,1
まちまち,まちまち,"various, different",JLPT_1 JLPT,1
末期,まっき,"deathbed, hour of death",JLPT_1 JLPT,1
真っ二つ,まっぷたつ,in two equal parts,JLPT_1 JLPT,1
まと,まと,"mark, target",JLPT_1 JLPT,1
纏まり,まとまり,"conclusion, settlement, consistency",JLPT_1 JLPT,1
纏め,まとめ,"settlement, conclusion",JLPT_1 JLPT,1
免れる,まぬがれる,"to escape from, to be exempted",JLPT_1 JLPT,1
招き,まねき,invitation,JLPT_1 JLPT,1
瞬き,まばたき,"wink, twinkling (of stars), flicker (of light)",JLPT_1 JLPT,1
麻痺,まひ,"paralysis, palsy, numbness",JLPT_1 JLPT,1
～まみれ,～まみれ,"covered with (by, in) ~",JLPT_1 JLPT,1
眉,まゆ,eyebrow,JLPT_1 JLPT,1
鞠,まり,ball,JLPT_1 JLPT,1
丸ごと,まるごと,"in its entirety, whole, wholly",JLPT_1 JLPT,1
まるっきり,まるっきり,"completely, perfectly, just as if",JLPT_1 JLPT,1
丸々,まるまる,completely,JLPT_1 JLPT,1
丸める,まるめる,"to make round, to round off, to roll up",JLPT_1 JLPT,1
満月,まんげつ,full moon,JLPT_1 JLPT,1
満場,まんじょう,"unanimous, whole audience",JLPT_1 JLPT,1
真ん前,まんまえ,"right in front, under the nose",JLPT_1 JLPT,1
真ん丸い,まんまるい,perfectly circular,JLPT_1 JLPT,1
真ん円い,まんまるい,perfectly round,JLPT_1 JLPT,1
～味,～み,~ cast (sense of taste),JLPT_1 JLPT,1
見合い,みあい,formal marriage interview,JLPT_1 JLPT,1
見合わせる,みあわせる,to exchange glances; to postpone,JLPT_1 JLPT,1
見落とす,みおとす,"to overlook, to fail to notice",JLPT_1 JLPT,1
未開,みかい,"savage land, backward region, uncivilized",JLPT_1 JLPT,1
味覚,みかく,"taste, palate, sense of taste",JLPT_1 JLPT,1
幹,みき,(tree) trunk,JLPT_1 JLPT,1
見苦しい,みぐるしい,"unsightly, ugly",JLPT_1 JLPT,1
見込み,みこみ,"prospects, expectation, hope",JLPT_1 JLPT,1
未婚,みこん,unmarried,JLPT_1 JLPT,1
未熟,みじゅく,"inexperience, unskilled, immature",JLPT_1 JLPT,1
微塵,みじん,"particle, atom",JLPT_1 JLPT,1
水気,みずけ,"moisture, dampness",JLPT_1 JLPT,1
ミスプリント,ミスプリント,misprint,JLPT_1 JLPT,1
みすぼらしい,みすぼらしい,"shabby, seedy",JLPT_1 JLPT,1
ミセス,ミセス,Mrs.,JLPT_1 JLPT,1
見せびらかす,みせびらかす,"to show off, to flaunt",JLPT_1 JLPT,1
見せ物,みせもの,"show, exhibition",JLPT_1 JLPT,1
溝,みぞ,"ditch, drain, gutter, gap",JLPT_1 JLPT,1
満たす,みたす,"to satisfy, to ingratiate, to fill, to fulfill",JLPT_1 JLPT,1
乱す,みだす,"to throw out of order, to disarrange, to disturb",JLPT_1 JLPT,1
乱れる,みだれる,"to get confused, to be disordered, to be disturbed",JLPT_1 JLPT,1
未知,みち,not yet known,JLPT_1 JLPT,1
身近,みぢか,"near oneself, close to one, familiar",JLPT_1 JLPT,1
導く,みちびく,"to be guided, to be shown",JLPT_1 JLPT,1
密集,みっしゅう,"crowd, close formation, dense",JLPT_1 JLPT,1
密接,みっせつ,"connected, close, intimate",JLPT_1 JLPT,1
密度,みつど,density,JLPT_1 JLPT,1
見積もり,みつもり,"estimation, quotation",JLPT_1 JLPT,1
未定,みてい,"not yet fixed, undecided, pending",JLPT_1 JLPT,1
見通し,みとおし,"perspective, unobstructed view, prospect",JLPT_1 JLPT,1
見なす,みなす,"to consider as, to regard",JLPT_1 JLPT,1
源,みなもと,"source, origin",JLPT_1 JLPT,1
見習う,みならう,to follow another's example,JLPT_1 JLPT,1
身なり,みなり,personal appearance,JLPT_1 JLPT,1
峰,みね,"peak, ridge",JLPT_1 JLPT,1
身の上,みのうえ,"one's future, one's welfare, one's personal history",JLPT_1 JLPT,1
見逃す,みのがす,"to miss, to overlook, to leave at large",JLPT_1 JLPT,1
身の回り,みのまわり,"one's personal appearance, personal belongings",JLPT_1 JLPT,1
見計らう,みはからう,to choose at one's own discretion,JLPT_1 JLPT,1
見晴らし,みはらし,view,JLPT_1 JLPT,1
身振り,みぶり,gesture,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,1
脈,みゃく,pulse,JLPT_1 JLPT,1
ミュージック,ミュージック,music,JLPT_1 JLPT,1
未練,みれん,"lingering affection, attachment, regret(s)",JLPT_1 JLPT,1
見渡す,みわたす,"to look out over, to survey (scene), to take an extensive view of",JLPT_1 JLPT,1
民宿,みんしゅく,private house providing lodging and meals to tourists,JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,1
民族,みんぞく,"people, race",JLPT_1 JLPT,1
民俗,みんぞく,folk customs,JLPT_1 JLPT,1
無意味,むいみ,"nonsense, no meaning",JLPT_1 JLPT,1
ムード,ムード,mood,JLPT_1 JLPT,1
無口,むくち,reticence,JLPT_1 JLPT,1
婿,むこ,son-in-law,JLPT_1 JLPT,1
無効,むこう,"invalid, no effect, unavailable",JLPT_1 JLPT,1
無言,むごん,silence,JLPT_1 JLPT,1
無邪気,むじゃき,"innocence, simple-mindedness",JLPT_1 JLPT,1
むしる,むしる,"to pluck, to pick, to tear",JLPT_1 JLPT,1
結び,むすび,"ending, conclusion, union",JLPT_1 JLPT,1
結び付き,むすびつき,"connection, relation",JLPT_1 JLPT,1
結び付く,むすびつく,"to be connected or related, to join together",JLPT_1 JLPT,1
結び付ける,むすびつける,"to combine, to join, to tie on, to attach with a knot",JLPT_1 JLPT,1
無線,むせん,"wireless, radio",JLPT_1 JLPT,1
無駄遣い,むだづかい,"waste money on, squander money on",JLPT_1 JLPT Genki_Ln.22 Genki,1
無断,むだん,"without permission, without notice",JLPT_1 JLPT,1
無知,むち,ignorance,JLPT_1 JLPT,1
無茶,むちゃ,"absurd, unreasonable",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,1
無茶苦茶,むちゃくちゃ,"confused, jumbled, mixed up, unreasonable",JLPT_1 JLPT,1
空しい,むなしい,"vacant, futile, vain",JLPT_1 JLPT,1
無念,むねん,"chagrin, regret",JLPT_1 JLPT,1
無能,むのう,"inefficiency, incompetence",JLPT_1 JLPT,1
無闇に,むやみに,"unreasonably, absurdly, at random",JLPT_1 JLPT,1
無用,むよう,"useless, needlessness, unnecessariness",JLPT_1 JLPT,1
斑,むら,"unevenness, inconsistency, irregularity",JLPT_1 JLPT,1
群がる,むらがる,"to swarm, to gather",JLPT_1 JLPT,1
無論,むろん,"of course, naturally",JLPT_1 JLPT,1
名産,めいさん,noted product,JLPT_1 JLPT,1
名称,めいしょう,name,JLPT_1 JLPT,1
命中,めいちゅう,a hit,JLPT_1 JLPT,1
明白,めいはく,"obvious, clear",JLPT_1 JLPT,1
名簿,めいぼ,register of names,JLPT_1 JLPT,1
名誉,めいよ,"honor, credit, prestige",JLPT_1 JLPT,1
明瞭,めいりょう,clarity,JLPT_1 JLPT,1
明朗,めいろう,"bright, clear, cheerful",JLPT_1 JLPT,1
メーカー,メーカー,manufacturer,JLPT_1 JLPT,1
目方,めかた,weight,JLPT_1 JLPT,1
恵み,めぐみ,blessing,JLPT_1 JLPT,1
恵む,めぐむ,"to bless, to show mercy to",JLPT_1 JLPT,1
目覚しい,めざましい,"brilliant, remarkable",JLPT_1 JLPT,1
目覚める,めざめる,to wake up,JLPT_1 JLPT,1
召す,めす,"to call, to send for, to put on",JLPT_1 JLPT,1
雌,めす,female (animal),JLPT_1 JLPT,1
目付き,めつき,"look, expression of the eyes, eyes",JLPT_1 JLPT,1
滅亡,めつぼう,"downfall, collapse, destruction",JLPT_1 JLPT,1
メディア,メディア,media,JLPT_1 JLPT,1
目途,めど,"goal, outlook",JLPT_1 JLPT,1
目盛,めもり,"scale, gradations",JLPT_1 JLPT,1
メロディー,メロディー,melody,JLPT_1 JLPT,1
面会,めんかい,interview,JLPT_1 JLPT,1
免除,めんじょ,"exemption, exoneration, discharge",JLPT_1 JLPT,1
面する,めんする,"to face on, to look out on to",JLPT_1 JLPT,1
面目,めんぼく,"face, honor, reputation",JLPT_1 JLPT,1
面目,めんもく,"face, honor, reputation",JLPT_1 JLPT,1
～網,～もう,~ network,JLPT_1 JLPT,1
設ける,もうける,"to create, to establish",JLPT_1 JLPT,1
申し入れる,もうしいれる,"to propose, to suggest",JLPT_1 JLPT,1
申込,もうしこみ,"application, request, proposal",JLPT_1 JLPT,1
申出,もうしで,"request, claim, report",JLPT_1 JLPT,1
申し出る,もうしでる,"to report to, to tell, to suggest",JLPT_1 JLPT,1
申し分,もうしぶん,"objection, shortcomings",JLPT_1 JLPT,1
盲点,もうてん,blind spot,JLPT_1 JLPT,1
猛烈,もうれつ,"violent, vehement, rage",JLPT_1 JLPT,1
モーテル,モーテル,motel,JLPT_1 JLPT,1
もがく,もがく,"to struggle, to wriggle, to be impatient",JLPT_1 JLPT,1
目録,もくろく,"catalogue, catalog, list",JLPT_1 JLPT,1
目論見,もくろみ,"a plan, a scheme, intention",JLPT_1 JLPT,1
模型,もけい,"model, dummy, marquette",JLPT_1 JLPT,1
模索,もさく,groping (for),JLPT_1 JLPT,1
もしかして,もしかして,"perhaps, possibly",JLPT_1 JLPT,1
もしくは,もしくは,"or, otherwise",JLPT_1 JLPT,1
もたらす,もたらす,"to bring, to take, to bring about",JLPT_1 JLPT,1
持ち切り,もちきり,"hot topic, talk of the town",JLPT_1 JLPT,1
目下,もっか,"at present, now",JLPT_1 JLPT,1
専ら,もっぱら,"wholly, solely, entirely",JLPT_1 JLPT,1
もてなす,もてなす,"to entertain, to make welcome",JLPT_1 JLPT,1
もてる,もてる,"to be well liked, to be popular",JLPT_1 JLPT,1
モニター,モニター,(computer) monitor,JLPT_1 JLPT,1
物好き,ものずき,(idle) curiosity,JLPT_1 JLPT,1
物足りない,ものたりない,"unsatisfied, unsatisfactory",JLPT_1 JLPT,1
もはや,もはや,"already, now",JLPT_1 JLPT,1
模範,もはん,"model, example",JLPT_1 JLPT,1
模倣,もほう,"imitation, copying",JLPT_1 JLPT,1
もめる,もめる,"to disagree, to dispute",JLPT_1 JLPT,1
股,もも,"thigh, femur",JLPT_1 JLPT,1
腿,もも,"thigh, femur",JLPT_1 JLPT,1
催す,もよおす,"to hold (a meeting), to give (a dinner)",JLPT_1 JLPT,1
漏らす,もらす,"to let leak, to reveal",JLPT_1 JLPT,1
盛り上がる,もりあがる,"to rouse, to swell, to rise",JLPT_1 JLPT,1
漏る,もる,"to leak, to run out",JLPT_1 JLPT,1
漏れる,もれる,"to leak out, to escape, to filter out",JLPT_1 JLPT,1
脆い,もろい,"brittle, fragile, tender-hearted",JLPT_1 JLPT,1
もろに,もろに,"completely, altogether, bodily",JLPT_1 JLPT,1
矢,や,arrow,JLPT_1 JLPT,1
野外,やがい,"fields, outskirts, open air, suburbs",JLPT_1 JLPT,1
～薬,～やく,medicine,JLPT_1 JLPT,1
夜具,やぐ,bedding,JLPT_1 JLPT,1
役職,やくしょく,"post, managerial position, official position",JLPT_1 JLPT,1
役場,やくば,town hall,JLPT_1 JLPT,1
やけに,やけに,"sure, very",JLPT_1 JLPT,1
屋敷,やしき,mansion,JLPT_1 JLPT,1
養う,やしなう,"to rear, to maintain, to cultivate",JLPT_1 JLPT,1
野心,やしん,"ambition, aspiration",JLPT_1 JLPT,1
安っぽい,やすっぽい,"cheap-looking, tawdry",JLPT_1 JLPT,1
休める,やすめる,"to rest, to suspend, to give relief",JLPT_1 JLPT,1
野生,やせい,wild,JLPT_1 JLPT,1
奴,やつ,"(vulg.) fellow, guy, chap",JLPT_1 JLPT,1
闇,やみ,"darkness, shady, illegal",JLPT_1 JLPT,1
病む,やむ,"to fall ill, to be ill",JLPT_1 JLPT,1
ややこしい,ややこしい,"puzzling, tangled, complicated, complex",JLPT_1 JLPT,1
やりとおす,やりとおす,"to carry through, to achieve, to complete",JLPT_1 JLPT,1
やりとげる,やりとげる,to accomplish,JLPT_1 JLPT,1
和らげる,やわらげる,"to soften, to moderate, to relieve",JLPT_1 JLPT,1
ヤング,ヤング,young,JLPT_1 JLPT,1
～油,～ゆ,~ oil,JLPT_1 JLPT,1
優位,ゆうい,"predominance, ascendancy, superiority",JLPT_1 JLPT,1
憂鬱,ゆううつ,"depression, melancholy",JLPT_1 JLPT,1
有益,ゆうえき,"beneficial, profitable",JLPT_1 JLPT,1
優越,ゆうえつ,"supremacy, predominance, being superior to",JLPT_1 JLPT,1
勇敢,ゆうかん,"bravery, heroism, gallantry",JLPT_1 JLPT,1
夕暮れ,ゆうぐれ,"evening, (evening) twilight",JLPT_1 JLPT,1
融資,ゆうし,"financing, loan",JLPT_1 JLPT,1
有する,ゆうする,"to own, to be endowed with",JLPT_1 JLPT,1
優勢,ゆうせい,"superiority, superior power, predominance",JLPT_1 JLPT,1
優先,ゆうせん,"preference, priority",JLPT_1 JLPT,1
誘導,ゆうどう,"guidance, leading, inducement",JLPT_1 JLPT,1
融通,ゆうずう,"adaptability, versatility, finance",JLPT_1 JLPT,1
優美,ゆうび,"grace, refinement, elegance",JLPT_1 JLPT,1
有望,ゆうぼう,"good prospects, full of hope, promising",JLPT_1 JLPT,1
遊牧,ゆうぼく,nomadism,JLPT_1 JLPT,1
夕焼け,ゆうやけ,sunset,JLPT_1 JLPT,1
有力,ゆうりょく,"influence, prominence; potent",JLPT_1 JLPT,1
幽霊,ゆうれい,"ghost, specter, phantom",JLPT_1 JLPT,1
誘惑,ゆうわく,"temptation, allurement, lure",JLPT_1 JLPT,1
故,ゆえ,"reason, cause, circumstances",JLPT_1 JLPT,1
歪む,ゆがむ,"to warp, to be crooked, to be distorted",JLPT_1 JLPT,1
揺さぶる,ゆさぶる,"to shake, to jolt, to rock, to swing",JLPT_1 JLPT,1
濯ぐ,ゆすぐ,"to rinse, to wash out",JLPT_1 JLPT,1
ゆとり,ゆとり,"reserve, affluence, time (to spare)",JLPT_1 JLPT,1
ユニーク,ユニーク,unique,JLPT_1 JLPT,1
ユニフォーム,ユニフォーム,uniform,JLPT_1 JLPT,1
